Test Case ID,Description,Pre-conditions,Steps Taken,Expected Output,,Actual Output,Comments,Tester,Date Tested,Version
t5.3.32,Loan Details Fields Are Disabled and Non-Editable During Product Creation,"1. Teller is logged in.
2. User is on Step 2 – Customer Form for a Loans product.
3. The pre-built Loan Details section is visible.","1. Locate the pre-built Loan Details section.
2. Attempt to click on and type into the Loan Amount field.
3. Attempt to click on and type into the Interest Rate (%) field.
4. Attempt to click on and modify the Loan Term Length field.
5. Attempt to change the Loan Term Unit dropdown.
6. Attempt to change the Mode of Disbursement dropdown.","1. All Loan Details fields (Loan Amount, Interest Rate %, Loan Term Length, Loan Term Unit, Mode of Disbursement) are DISABLED and not interactable.
2. The teller cannot type into, select, or modify any of these fields during product creation.
3. Fields appear visually greyed out or marked as read-only.
4. No input is accepted or recorded for these fields at this stage.
5. No validation errors are triggered for these fields since they are not editable.
6. These fields are only editable during the Product Availment flow.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.33,Add Customer Input Field with All Mandatory Fields Blank (Loans),"1. Teller is logged in.
2. User is on Step 2 – Customer Form for Loans.
3. A custom section exists.","1. Click ""Add customer input field"".
2. Leave Field Type, Field Name, and Placeholder all blank.
3. Click ""Add field"".","1. Validation errors:
   - ""Field name is required.""
   - ""Placeholder is required.""
2. Field is not added to the section.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.34,Add New Section Without Entering a Section Name (Loans),"1. Teller is logged in.
2. User is on Step 2 – Customer Form for Loans.","1. Click ""Add new section"".
2. Leave Section Name blank.
3. Observe ""Add section"" button state.","1. ""Add section"" button remains disabled.
2. No section is created until name is entered.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.35,Continue Button Disabled When Loans Custom Section Has No Fields,"1. Teller is logged in.
2. User is on Step 2 – Customer Form for Loans.
3. A custom section exists but has no fields.","1. Observe the ""Continue"" button state when a custom section is empty.","1. ""Continue"" button remains disabled.
2. User cannot proceed to Step 3 until all sections have at least one field.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,Peach,9/10/26,
t5.3.36,Savings Product Version Update Creates Deprecated Version,"1. A savings product already availed/signed by at least one customer exists.
2. Teller has update permissions.","1. Navigate to the Product Module and select an existing product already held by a customer.
2. Modify a core configuration (e.g., change the Interest Rate).
3. Save the changes to trigger a version update.
4. Navigate to the Availed Products tab of a customer who held the original version.
5. Search for the product and view details.","1. The specific product version held by the customer transitions to ""Deprecated"" status.
2. Product is hidden from the general audience marketplace.
3. Existing customers can still view their Deprecated product in their ""Availed"" tab.",,,manual,Peach,9/16/26,
t6.1 Generate Reports,,,,,,,,,,
t6.1.1,Verify Reports Module loads successfully,1. User is logged into the Teller App.2. User has access to the “Reports” module.,1. Click the “Reports” option from the main navigation menu.,"1. System navigates to the Reports page.
2. Verify page title or URL corresponds to Reports.
3. Verify “End of Day Balance” and “Total Balance” buttons are visible and clickable.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,,9/10/26,
t6.1.2,Generate End of Day Report (Valid Closing Date),1. User is on the Reports module page.,"1. Click “End of Day Balance.”
2. Select a valid closing date from the calendar picker.
3. Click “Download CSV.”","1. System validates the selected date.
2. CSV file download is triggered.
3. File name and contents correspond to the selected closing date. (rural-bank-name_transactions_report_date.csv)
4. CSV file includes headers: Transaction ID, Transaction Type, Transaction Amount.
5. CSV file includes all transactions for that date.
6. Internal transactions are excluded from balance computation.
7. Total balance matches formula:
 totalBalance = (total cash_in_external) – (total fund_transfer_external)",,,[TellerApp][Def]End of Day Report incorrectly includes interest transactions from the following day - https://github.com/talino-labs/higala.project/issues/1241,,9/10/26,
t6.1.3,Generate Total Balance Report (Valid Date Range),1. User is on the Reports module page.,"1. Click “Total Balance.”
2. Input valid Start Date and End Date in the date range fields.
3. Click “Download CSV.”","1. System validates the selected dates.
2. CSV file download is triggered.
3. File name and contents correspond to the selected date range (rural-bank-name_transactions_report_date.csv).
4. CSV file includes headers: Transaction ID, Transaction Type, Transaction Amount.
5. CSV file includes all transactions for that date range.
6. Internal transactions are excluded from balance computation.
7. Total balance matches formula:
 totalBalance = (total cash_in_external) – (total fund_transfer_external)",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,,9/10/26,
t6.1.4,Verify future date selection is blocked for Reports,1. User is on the Reports module page.,"1. Click “End of Day Balance.”
2. Attempt to select an End Date or Start Date later than today.
3. Click ""Total Balance""
4. Attempt to select an End Date or Start Date later than today.","1. Future dates are disabled in both pickers.
2. System prevents selection.
3. Download CSV button is disabled.",,https://qa-jo.github.io/teller-automation/reports/2026-09_full-regression/,,,9/10/26,
t8.1 Interest Crediting,,,,,,,,,,
T8.1.1,Interest crediting job runs automatically at 12:00 AM daily,"1. The system is operational
2. At least one savings account is active with a positive balance
3. A savings product with a configured interest rate exists
4. The system clock is approaching 12:00 AM","1. Monitor the system job scheduler or job execution logs
2. Let the system clock reach 12:00 AM
3. Observe whether the interest crediting job is triggered without manual intervention
4. Check logs for a job start timestamp",The interest crediting job is triggered automatically at exactly 12:00 AM. A job start and completion timestamp is logged. No manual action is required to initiate the job.,,Savings Interest Crediting Test Evidence,,Peach,4/23/26,
T8.1.2,Daily interest is correctly computed and credited — Product A (Rate: 2%),"1. Savings Account A is active under Product A (rate = 2%)
2. Account balance = ₱50,000.00
3. Expected daily interest = 50,000 × ((2 / 100) / 365) = ₱2.74
4. Interest crediting job has not yet run for the day","1. Record Account A's balance before 12:00 AM
2. Manually compute the expected daily interest using the formula
3. Wait for the 12:00 AM crediting job to complete
4. Check Account A's balance and transaction history for the credited amount","Account A is credited with ₱2.74. The balance increases from ₱50,000.00 to ₱50,002.74. A transaction record is created showing the interest credit amount, date, and updated running balance.",,Savings Interest Crediting Test Evidence,,Peach,4/23/26,
T8.1.3,Daily interest is correctly computed and credited — Product B (Rate: 5%),"1. Savings Account B is active under Product B (rate = 5%)
2. Account balance = ₱50,000.00
3. Expected daily interest = 50,000 × ((5 / 100) / 365) = ₱6.85
4. Interest crediting job has not yet run for the day","1. Record Account B's balance before 12:00 AM
2. Manually compute the expected daily interest using the formula
3. Wait for the 12:00 AM crediting job to complete
4. Check Account B's balance and transaction history","Account B is credited with ₱6.85. The balance increases from ₱50,000.00 to ₱50,006.85. A transaction record is created with the correct interest amount, date, and updated running balance.",,Savings Interest Crediting Test Evidence,,Peach,4/23/26,
T8.1.4,Both Product A (2%) and Product B (5%) accounts are credited correctly in the same job run,"1. Savings Account A is under Product A (rate = 2%), balance = ₱50,000.00; expected interest = ₱2.74
2. Savings Account B is under Product B (rate = 5%), balance = ₱50,000.00; expected interest = ₱6.85
3. Both accounts are active and the crediting job has not yet run","1. Record balances for both Account A and Account B before 12:00 AM
2. Compute expected interest for each using their respective product rates
3. Wait for the 12:00 AM crediting job to complete
4. Verify each account was credited with the correct product-specific interest amount",Account A is credited ₱2.74 and Account B is credited ₱6.85. Each account reflects its own product's rate. No cross-product rate contamination occurs. Both transaction records show distinct and correct amounts.,,Savings Interest Crediting Test Evidence,,Peach,4/23/26,
